"","SeqName","Project","SampleType","Mouse","Day","Community","MouseType","Diet","Well","pH","Location","finalDaySamples","Buffer","Replicate","Inoculum","names","Condition","mouse_location","mouse_sampleType"
"c2m7_S298","c2m7_S298","c2m7","DAY2_1",NA,"2",NA,NA,NA,"C10","8.5",NA,0,100,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S299","c2m7_S299","c2m7","DAY2_1",NA,"2",NA,NA,NA,"C11","9",NA,0,100,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S3","c2m7_S3","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"A3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S30","c2m7_S30","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"C3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S300","c2m7_S300","c2m7","DAY2_1",NA,"2",NA,NA,NA,"C12","6",NA,0,0,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S301","c2m7_S301","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E1","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S302","c2m7_S302","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E2","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S303","c2m7_S303","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E3","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S304","c2m7_S304","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E4","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S305","c2m7_S305","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E5","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S306","c2m7_S306","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E6","6.5",NA,0,50,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S307","c2m7_S307","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E7","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S308","c2m7_S308","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E8","7.5",NA,0,50,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S309","c2m7_S309","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E9","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S31","c2m7_S31","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"C1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S310","c2m7_S310","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E10","8.5",NA,0,50,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S311","c2m7_S311","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E11","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S312","c2m7_S312","c2m7","DAY2_1",NA,"2",NA,NA,NA,"E12","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S313","c2m7_S313","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F1","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S314","c2m7_S314","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F2","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S315","c2m7_S315","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F3","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S316","c2m7_S316","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F4","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S317","c2m7_S317","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F5","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S318","c2m7_S318","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F6","6.5",NA,0,50,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S319","c2m7_S319","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F7","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S32","c2m7_S32","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"C2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S320","c2m7_S320","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F8","7.5",NA,0,50,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S321","c2m7_S321","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F9","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S322","c2m7_S322","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F10","8.5",NA,0,50,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S323","c2m7_S323","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F11","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S324","c2m7_S324","c2m7","DAY2_1",NA,"2",NA,NA,NA,"F12","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S325","c2m7_S325","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G1","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S326","c2m7_S326","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G2","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S327","c2m7_S327","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G3","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S328","c2m7_S328","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G4","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S329","c2m7_S329","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G5","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S33","c2m7_S33","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"C3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S330","c2m7_S330","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G6","6.5",NA,0,50,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S331","c2m7_S331","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G7","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S332","c2m7_S332","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G8","7.5",NA,0,50,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S333","c2m7_S333","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G9","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S334","c2m7_S334","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G10","8.5",NA,0,50,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S335","c2m7_S335","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G11","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S336","c2m7_S336","c2m7","DAY2_1",NA,"2",NA,NA,NA,"G12","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY2_1_NA_NA_NA"
"c2m7_S337","c2m7_S337","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A1","6",NA,0,0,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S338","c2m7_S338","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A2","7",NA,0,0,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S339","c2m7_S339","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A3","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S34","c2m7_S34","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"C1","8",NA,0,NA,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S340","c2m7_S340","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A4","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S341","c2m7_S341","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A5","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S342","c2m7_S342","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A6","6.5",NA,0,50,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S344","c2m7_S344","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A8","7.5",NA,0,50,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S345","c2m7_S345","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A9","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S346","c2m7_S346","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A10","8.5",NA,0,50,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S347","c2m7_S347","c2m7","DAY0_2",NA,"0",NA,NA,NA,"A11","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S349","c2m7_S349","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B1","6",NA,0,0,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S35","c2m7_S35","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"C2","8",NA,0,NA,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S350","c2m7_S350","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B2","7",NA,0,0,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S351","c2m7_S351","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B3","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S352","c2m7_S352","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B4","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S353","c2m7_S353","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B5","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S354","c2m7_S354","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B6","6.5",NA,0,50,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S355","c2m7_S355","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B7","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S356","c2m7_S356","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B8","7.5",NA,0,50,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S357","c2m7_S357","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B9","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S358","c2m7_S358","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B10","8.5",NA,0,50,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S359","c2m7_S359","c2m7","DAY0_2",NA,"0",NA,NA,NA,"B11","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S36","c2m7_S36","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"C3","8",NA,0,NA,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S361","c2m7_S361","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C1","6",NA,0,0,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S362","c2m7_S362","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C2","7",NA,0,0,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S363","c2m7_S363","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C3","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S364","c2m7_S364","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C4","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S365","c2m7_S365","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C5","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S366","c2m7_S366","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C6","6.5",NA,0,50,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S367","c2m7_S367","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C7","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S368","c2m7_S368","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C8","7.5",NA,0,50,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S369","c2m7_S369","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C9","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S37","c2m7_S37","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"D1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S370","c2m7_S370","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C10","8.5",NA,0,50,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S371","c2m7_S371","c2m7","DAY0_2",NA,"0",NA,NA,NA,"C11","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S373","c2m7_S373","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E1","6",NA,0,0,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S374","c2m7_S374","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E2","7",NA,0,0,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S375","c2m7_S375","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E3","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S376","c2m7_S376","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E4","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S377","c2m7_S377","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E5","6",NA,0,100,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S378","c2m7_S378","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E6","6.5",NA,0,100,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S379","c2m7_S379","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E7","7",NA,0,100,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S38","c2m7_S38","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"D2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S380","c2m7_S380","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E8","7.5",NA,0,100,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S381","c2m7_S381","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E9","8",NA,0,100,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S382","c2m7_S382","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E10","8.5",NA,0,100,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S383","c2m7_S383","c2m7","DAY0_2",NA,"0",NA,NA,NA,"E11","9",NA,0,100,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S385","c2m7_S385","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F1","6",NA,0,0,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S386","c2m7_S386","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F2","7",NA,0,0,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S387","c2m7_S387","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F3","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S388","c2m7_S388","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F4","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S389","c2m7_S389","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F5","6",NA,0,100,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S39","c2m7_S39","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"D3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S390","c2m7_S390","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F6","6.5",NA,0,100,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S391","c2m7_S391","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F7","7",NA,0,100,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S392","c2m7_S392","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F8","7.5",NA,0,100,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S393","c2m7_S393","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F9","8",NA,0,100,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S394","c2m7_S394","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F10","8.5",NA,0,100,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S395","c2m7_S395","c2m7","DAY0_2",NA,"0",NA,NA,NA,"F11","9",NA,0,100,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S397","c2m7_S397","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G1","6",NA,0,0,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S398","c2m7_S398","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G2","7",NA,0,0,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S399","c2m7_S399","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G3","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S4","c2m7_S4","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"A1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S40","c2m7_S40","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"D1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S400","c2m7_S400","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G4","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S401","c2m7_S401","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G5","6",NA,0,100,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S402","c2m7_S402","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G6","6.5",NA,0,100,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S403","c2m7_S403","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G7","7",NA,0,100,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S404","c2m7_S404","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G8","7.5",NA,0,100,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S405","c2m7_S405","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G9","8",NA,0,100,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S406","c2m7_S406","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G10","8.5",NA,0,100,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S407","c2m7_S407","c2m7","DAY0_2",NA,"0",NA,NA,NA,"G11","9",NA,0,100,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_2_NA_NA_NA"
"c2m7_S409","c2m7_S409","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A1","7",NA,0,0,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S41","c2m7_S41","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"D2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S410","c2m7_S410","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A2","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S411","c2m7_S411","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A3","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S412","c2m7_S412","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A4","6",NA,0,0,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S413","c2m7_S413","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A5","7",NA,0,0,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S414","c2m7_S414","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A6","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S415","c2m7_S415","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A7","7",NA,0,50,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S416","c2m7_S416","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A8","8",NA,0,50,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S417","c2m7_S417","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A9","9",NA,0,50,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
"c2m7_S418","c2m7_S418","c2m7","phShift_d2",NA,"2",NA,NA,NA,"A10","6",NA,0,50,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_phShift_d2_NA_NA_NA"
